timestamp,cpu,ram,disk
2026-05-25 15:59:29.229791,1.8,41.6,43.5
2026-05-25 15:59:35.232931,2.2,41.6,43.5
2026-05-25 15:59:41.236093,2.2,41.6,43.5
2026-05-25 15:59:48.479502,2.0,41.6,43.5
2026-05-25 15:59:54.482567,2.3,41.5,43.5
2026-05-25 16:00:00.485642,3.1,40.0,43.5
